DATA_REGISTRO,CNES,SIGLA,HOSPITAL,QUANTIDADE,Ano,Mês
01/01/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1582,2021,1
01/01/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4114,2021,1
01/01/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,5434,2021,1
01/01/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1941,2021,1
01/01/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3249,2021,1
01/01/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2505,2021,1
01/01/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1562,2021,1
01/01/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,5434,2021,2
01/01/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3249,2021,2
01/01/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4114,2021,2
01/01/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2505,2021,2
01/01/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1941,2021,2
01/01/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1562,2021,2
01/01/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1582,2021,2
01/02/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1494,2021,2
01/02/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1552,2021,2
01/02/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2961,2021,2
01/02/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,4087,2021,2
01/02/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1681,2021,2
01/02/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3097,2021,2
01/02/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2539,2021,2
01/01/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4114,2021,3
01/01/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3249,2021,3
01/01/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1941,2021,3
01/01/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1582,2021,3
01/01/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1562,2021,3
01/01/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2505,2021,3
01/01/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,5434,2021,3
01/02/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1681,2021,3
01/02/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1552,2021,3
01/02/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2961,2021,3
01/02/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,4087,2021,3
01/02/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3097,2021,3
01/02/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2539,2021,3
01/02/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1494,2021,3
01/03/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,2555,2021,3
01/03/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3337,2021,3
01/03/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1368,2021,3
01/03/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2613,2021,3
01/03/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1668,2021,3
01/03/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,6556,2021,3
01/03/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2021,3
01/01/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1582,2021,4
01/01/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2505,2021,4
01/01/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3249,2021,4
01/01/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4114,2021,4
01/01/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1562,2021,4
01/01/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,5434,2021,4
01/01/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1941,2021,4
01/02/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2539,2021,4
01/02/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1681,2021,4
01/02/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,4087,2021,4
01/02/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3097,2021,4
01/02/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1494,2021,4
01/02/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2961,2021,4
01/02/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1552,2021,4
01/03/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1668,2021,4
01/03/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2021,4
01/03/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3337,2021,4
01/03/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,6556,2021,4
01/03/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,2555,2021,4
01/03/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2613,2021,4
01/03/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1368,2021,4
01/04/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9149,2021,4
01/04/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1474,2021,4
01/04/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2524,2021,4
01/04/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3479,2021,4
01/04/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1838,2021,4
01/04/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3197,2021,4
01/04/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1773,2021,4
01/01/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1582,2021,5
01/01/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1941,2021,5
01/01/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,5434,2021,5
01/01/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2505,2021,5
01/01/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4114,2021,5
01/01/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3249,2021,5
01/01/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1562,2021,5
01/02/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3097,2021,5
01/02/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2539,2021,5
01/02/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2961,2021,5
01/02/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,4087,2021,5
01/02/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1552,2021,5
01/02/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1494,2021,5
01/02/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1681,2021,5
01/03/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1368,2021,5
01/03/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,2555,2021,5
01/03/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1668,2021,5
01/03/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2021,5
01/03/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,6556,2021,5
01/03/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3337,2021,5
01/03/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2613,2021,5
01/04/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1773,2021,5
01/04/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1838,2021,5
01/04/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3479,2021,5
01/04/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9149,2021,5
01/04/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3197,2021,5
01/04/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2524,2021,5
01/04/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1474,2021,5
01/05/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2783,2021,5
01/05/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2028,2021,5
01/05/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,10605,2021,5
01/05/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3490,2021,5
01/05/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3733,2021,5
01/05/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1560,2021,5
01/01/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2505,2021,6
01/01/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4114,2021,6
01/01/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,5434,2021,6
01/01/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1941,2021,6
01/01/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1582,2021,6
01/01/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3249,2021,6
01/01/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1562,2021,6
01/02/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2961,2021,6
01/02/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3097,2021,6
01/02/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,4087,2021,6
01/02/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1681,2021,6
01/02/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1552,2021,6
01/02/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1494,2021,6
01/02/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2539,2021,6
01/03/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3337,2021,6
01/03/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,6556,2021,6
01/03/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2021,6
01/03/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1368,2021,6
01/03/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,2555,2021,6
01/03/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1668,2021,6
01/03/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2613,2021,6
01/04/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1773,2021,6
01/04/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9149,2021,6
01/04/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3479,2021,6
01/04/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2524,2021,6
01/04/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1838,2021,6
01/04/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1474,2021,6
01/04/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3197,2021,6
01/05/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2028,2021,6
01/05/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3490,2021,6
01/05/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,10605,2021,6
01/05/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3733,2021,6
01/05/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2783,2021,6
01/05/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1560,2021,6
01/06/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3389,2021,6
01/06/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1810,2021,6
01/06/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8647,2021,6
01/06/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3458,2021,6
01/06/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1600,2021,6
01/06/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2497,2021,6
01/01/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3249,2021,7
01/01/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1941,2021,7
01/01/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,5434,2021,7
01/01/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1582,2021,7
01/01/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2505,2021,7
01/01/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4114,2021,7
01/01/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1562,2021,7
01/02/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2539,2021,7
01/02/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1552,2021,7
01/02/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2961,2021,7
01/02/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,4087,2021,7
01/02/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1681,2021,7
01/02/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3097,2021,7
01/02/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1494,2021,7
01/03/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,2555,2021,7
01/03/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1668,2021,7
01/03/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1368,2021,7
01/03/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3337,2021,7
01/03/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2021,7
01/03/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2613,2021,7
01/03/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,6556,2021,7
01/04/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1474,2021,7
01/04/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9149,2021,7
01/04/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3479,2021,7
01/04/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1773,2021,7
01/04/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3197,2021,7
01/04/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1838,2021,7
01/04/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2524,2021,7
01/05/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2028,2021,7
01/05/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1560,2021,7
01/05/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3733,2021,7
01/05/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3490,2021,7
01/05/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,10605,2021,7
01/05/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2783,2021,7
01/06/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2497,2021,7
01/06/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8647,2021,7
01/06/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1810,2021,7
01/06/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3458,2021,7
01/06/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3389,2021,7
01/06/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1600,2021,7
01/07/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3756,2021,7
01/07/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1662,2021,7
01/07/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3380,2021,7
01/07/2021,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4507,2021,7
01/07/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1930,2021,7
01/07/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2371,2021,7
01/07/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7313,2021,7
01/07/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1689,2021,7
01/01/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3249,2021,8
01/01/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1941,2021,8
01/01/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4114,2021,8
01/01/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1562,2021,8
01/01/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1582,2021,8
01/01/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,5434,2021,8
01/01/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2505,2021,8
01/02/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2961,2021,8
01/02/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1494,2021,8
01/02/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2539,2021,8
01/02/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3097,2021,8
01/02/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,4087,2021,8
01/02/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1681,2021,8
01/02/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1552,2021,8
01/03/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1368,2021,8
01/03/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2021,8
01/03/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1668,2021,8
01/03/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,6556,2021,8
01/03/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3337,2021,8
01/03/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2613,2021,8
01/03/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,2555,2021,8
01/04/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2524,2021,8
01/04/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1838,2021,8
01/04/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3479,2021,8
01/04/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9149,2021,8
01/04/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1773,2021,8
01/04/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3197,2021,8
01/04/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1474,2021,8
01/05/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3733,2021,8
01/05/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2028,2021,8
01/05/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1560,2021,8
01/05/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3490,2021,8
01/05/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2783,2021,8
01/05/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,10605,2021,8
01/06/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1810,2021,8
01/06/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3389,2021,8
01/06/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8647,2021,8
01/06/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2497,2021,8
01/06/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3458,2021,8
01/06/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1600,2021,8
01/07/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7313,2021,8
01/07/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3756,2021,8
01/07/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2371,2021,8
01/07/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1930,2021,8
01/07/2021,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4507,2021,8
01/07/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1662,2021,8
01/07/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1689,2021,8
01/07/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3380,2021,8
01/08/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4358,2021,8
01/08/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1666,2021,8
01/08/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7677,2021,8
01/08/2021,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4475,2021,8
01/08/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1980,2021,8
01/08/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2391,2021,8
01/08/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3373,2021,8
01/01/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3249,2021,9
01/01/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1941,2021,9
01/01/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4114,2021,9
01/01/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1562,2021,9
01/01/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1582,2021,9
01/01/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,5434,2021,9
01/01/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2505,2021,9
01/02/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1552,2021,9
01/02/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3097,2021,9
01/02/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1681,2021,9
01/02/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,4087,2021,9
01/02/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1494,2021,9
01/02/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2539,2021,9
01/02/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2961,2021,9
01/03/2021,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,2555,2021,9
01/03/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2021,9
01/03/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2613,2021,9
01/03/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3337,2021,9
01/03/2021,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,1668,2021,9
01/03/2021,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1368,2021,9
01/03/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,6556,2021,9
01/04/2021,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2524,2021,9
01/04/2021,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1838,2021,9
01/04/2021,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3479,2021,9
01/04/2021,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9149,2021,9
